"","ID","Age","Sex","Whisker","Ear","Tail","Food","rainfall","Year"
"321","FV602",16,"Male",9.86636057887148,5.5,22.4584910738602,"apples","low",2014
"322","VC883",6,"Male",13.5412539590942,5.1,19.5606163717415,"peanuts","low",2014
"323","BG142",NA,"Male",9.1388742568203,5.2,21.2396199855264,"apples","low",2014
"324","TH195",4,"Male",10.5580143067448,6,8.5220964236845,"earthworms","low",2014
"325","FW381",11,"Male",16.6994241059622,7.2,21.9500035899018,"peanuts","low",2014
"326","JV204",19,"Male",12.2313794541835,5.4,26.4879165772303,"apples","low",2014
"327","MR676",11,"Female",12.4896058162155,4.3,13.3378217360626,"earthworms","low",2014
"328","ZU481",NA,"Male",12.6773213956942,4.9,20.8207437332596,"peanuts","low",2014
"329","HK841",9,"Male",10.6116696638302,5.7,20.5941690775816,"apples","low",2014
"330","UQ839",19,"Male",12.4735320233215,5.2,19.0215235512554,"apples","low",2014
"331","IZ561",18,NA,10.1060740482045,5.4,30.3334849709223,"apples","low",2014
"332","DQ144",4,"Female",12.1163094178285,5.4,20.2407677853037,"earthworms","low",2014
"333","EC021",5,"Male",11.9135672083821,4.4,7.43799506010722,"apples","low",2014
"334","JE819",12,"Female",12.3738798438893,5.4,14.5293420600401,"earthworms","low",2014
"335","PJ280",13,NA,10.1735442019926,6.2,22.3775524234712,"peanuts","low",2014
"336","IW932",16,NA,11.8541341022405,6.1,16.5075701474227,"apples","low",2014
"337","QT108",NA,"Male",11.8536290975708,6,22.5706628260035,"peanuts","low",2014
"338","IT238",16,"Male",12.5249708408496,5.2,22.8093539644068,"peanuts","low",2014
"339","ZU456",19,"Male",8.41333949291468,5.3,24.6496712762006,"earthworms","low",2014
"340","AG427",NA,"Male",10.8940635132158,4.5,23.1540504686157,"apples","low",2014
"341","IM524",8,"Female",11.4477849916766,5.5,4.56334201299395,"earthworms","low",2014
"342","DG953",5,"Male",14.8417147520213,5.7,14.0768055879799,"apples","low",2014
"343","HR483",5,NA,10.4065553512123,6.9,14.5641232194895,"peanuts","low",2014
"344","KK340",7,"Female",12.6503843448786,6.3,11.1228588053769,"earthworms","low",2014
"345","RF397",13,"Female",13.092373082932,5.1,15.5420847105198,"earthworms","low",2014
"346","WB368",4,"Male",13.048701367746,5.8,5.71739761334965,"peanuts","low",2014
"347","VJ500",11,"Male",12.7669200071047,4.6,19.6188537462736,"peanuts","low",2014
"348","IM904",14,"Male",14.6878116118408,6.2,17.8644568066135,"apples","low",2014
"349","NV076",7,"Male",12.539710131046,6.3,12.6980767457108,"apples","low",2014
"350","DT395",14,"Male",13.6299981504494,7.3,18.5919608776715,"earthworms","low",2014
"351","CO939",12,"Female",9.40761996537573,5.8,17.9729434235258,"apples","low",2014
"352","DN908",15,"Female",9.70821183364075,5.1,19.2241961225928,"earthworms","low",2014
"353","HD196",10,"Male",11.4953698040264,5.6,19.3962729480048,"apples","low",2014
"354","GQ862",NA,"Female",13.3994414449263,5.1,17.6618430578461,"apples","low",2014
"355","EQ232",8,"Female",12.0586327852286,4.8,19.8474402148259,"peanuts","low",2014
"356","EI377",17,"Male",13.2052987272564,5.6,28.3099051645788,"apples","low",2014
"357","OO222",14,"Female",10.5655657699002,4.8,25.7022738574165,"peanuts","low",2014
"358","KA028",18,"Male",12.6150279374833,5.6,19.6928128640336,"earthworms","low",2014
"359","JH924",10,"Male",10.8961239426363,5.8,17.20545574513,"peanuts","low",2014
"360","MA344",13,"Female",10.5371125392851,5.5,20.3463651055865,"earthworms","low",2014
"361","KV235",4,"Male",12.4483347329607,5.3,13.1591694645537,"peanuts","low",2014
"362","EP755",14,"Male",11.2435681197118,5,15.8348447109771,"peanuts","low",2014
"363","LW700",4,"Female",12.9789035051606,4.6,4.94352476579989,"earthworms","low",2014
"364","OR141",13,"Female",11.5528378886139,6.2,8.04733208606467,"apples","low",2014
"365","VW168",8,"Male",12.8998376939313,5.5,6.13087342718824,"apples","low",2014
"366","DH546",13,"Male",9.99341935416044,6.2,16.7458541914977,"earthworms","low",2014
"367","QO613",18,"Female",10.7105234879406,4.5,13.3144138104515,"earthworms","low",2014
"368","BT731",13,"Male",14.900448278542,5.6,18.3856546463989,"apples","low",2014
"369","FR191",16,"Male",8.78382863354209,6.1,31.3214658857767,"peanuts","low",2014
"370","TP745",9,NA,12.9235434549233,5.5,12.6952799628521,"apples","low",2014
"371","TK874",17,"Female",12.9672964806756,5.3,18.7606050356747,"apples","low",2014
"372","EU447",17,"Female",12.5051758458364,4.8,19.2660437522355,"apples","low",2014
"373","WM451",17,"Male",12.6281194208421,7.2,23.4219320246301,"apples","low",2014
"374","OO129",5,"Female",10.7004494837211,6.1,15.1340970899554,"apples","low",2014
"375","SN771",13,"Male",11.8910230923202,7,21.7667148023294,"peanuts","low",2014
"376","DK892",12,"Female",13.0940287414834,5.6,15.8055975325687,"apples","low",2014
"377","WU162",5,"Female",13.366154915437,5,13.9854710475147,"apples","low",2014
"378","DM560",7,"Male",9.61381592927318,4.2,15.2667874818808,"apples","low",2014
"379","CE843",NA,"Female",13.3219345742044,5,19.1631103336293,"peanuts","low",2014
"380","FS693",9,"Male",8.85174317675938,5.7,13.6023226792284,"peanuts","low",2014
"381","EK956",18,"Female",12.6972877634,6.3,21.6731835849951,"peanuts","low",2014
"382","BZ402",5,"Female",16.2320003659496,5.7,NA,"earthworms","low",2014
"383","XG920",4,"Male",12.7842668164469,4.5,19.5783515787027,"earthworms","low",2014
"384","JQ906",8,"Female",7.99589498876429,6.1,7.2826853082261,"apples","low",2014
"385","LP367",7,"Female",11.1111810337048,4.1,8.64328957915213,"apples","low",2014
"386","VO581",14,"Male",10.4132399763034,5.2,24.357019956865,"apples","low",2014
"387","SS342",17,"Male",10.5503294449373,5.2,24.8478199233031,"peanuts","low",2014
"388","PQ069",4,"Female",14.9565959175271,3.9,NA,"apples","low",2014
"389","SU178",15,"Male",9.9361981702093,6.3,23.9016360386072,"apples","low",2014
"390","CY377",7,"Male",12.1159422638017,5,17.9919653251956,"peanuts","low",2014
"391","IH862",16,"Male",12.5402069367996,5.2,18.3181045014472,"apples","low",2014
"392","YC699",6,"Female",13.811401265271,6.7,6.26412812663231,"apples","low",2014
"393","GO371",14,"Female",12.9786236664489,6,21.8918746415439,"apples","low",2014
"394","WL729",12,"Male",12.5865066158727,5.4,25.0000886534717,"apples","low",2014
"395","WI463",15,"Female",13.6207218412805,5.9,17.3095593701307,"peanuts","low",2014
"396","XL146",8,"Male",10.0513399665038,5.8,20.3291876622109,"apples","low",2014
"397","YZ176",12,"Female",11.2493829333083,6.9,22.6644764305356,"earthworms","low",2014
"398","NZ311",16,"Male",10.5087780018688,5.7,26.2330573386766,"earthworms","low",2014
"399","TM472",7,NA,12.9597016938202,5.9,15.9952065604515,"earthworms","low",2014
"400","PK989",17,NA,10.6500397413955,5.8,28.405466657931,"peanuts","low",2014
"401","MS337",5,"Female",12.0768650477734,4,10.6890358917778,"earthworms","low",2015
"402","TC932",14,"Male",13.7954478273026,5,22.5884162413991,"peanuts","low",2015
"403","GP452",16,"Female",13.010370390036,4.6,13.7192330799513,"apples","low",2015
"404","RY652",12,"Male",10.8596547091017,4.7,24.0923032038726,"apples","low",2015
"405","UY702",8,"Female",10.5824243188761,5.4,8.84442472235081,"earthworms","low",2015
"406","MT876",7,"Male",11.0041803436347,6,18.7365951937887,"apples","low",2015
"407","CO702",11,"Male",12.9838114695418,6.9,21.5525159217824,"peanuts","low",2015
"408","FZ223",15,"Male",11.5447187610612,4.9,21.5321386532617,"apples","low",2015
"409","MB212",6,"Female",14.0614502422455,6.8,7.52249033455271,"earthworms","low",2015
"410","YL159",14,"Male",17.0506458759737,4.5,19.4773841213051,"earthworms","low",2015
"411","CN755",16,"Male",15.4731996510656,6,21.0219319534339,"peanuts","low",2015
"412","HC646",20,"Male",14.9007679635423,7.6,27.9292492110061,"earthworms","low",2015
"413","OY389",20,"Male",13.178289871586,5.5,23.1891348086295,"apples","low",2015
"414","CK834",7,"Male",8.47160549085198,4.9,21.828115749033,"peanuts","low",2015
"415","ZF953",8,"Male",12.0946671829973,5.5,15.6137418196189,"peanuts","low",2015
"416","WC390",8,"Male",10.6817146221469,7,15.5319028048991,"apples","low",2015
"417","TZ458",12,"Male",10.5554870808487,4.6,26.5579398228702,"peanuts","low",2015
"418","CA942",8,"Female",10.7666384840517,6.6,25.5963378803848,"peanuts","low",2015
"419","XZ056",20,NA,10.3248339698829,6.6,19.9975241477737,"peanuts","low",2015
"420","GN688",6,"Female",13.6561864882363,5.8,6.38670858156052,"earthworms","low",2015
"421","FV602",17,"Male",9.86636057887148,5.5,22.4584910738602,"apples","low",2015
"422","VC883",7,"Male",13.5412539590942,5.1,19.5606163717415,"peanuts","low",2015
"423","BG142",20,"Male",9.1388742568203,5.2,21.2396199855264,"apples","low",2015
"424","TH195",5,"Male",10.5580143067448,6,8.5220964236845,"earthworms","low",2015
"425","FW381",12,"Male",16.6994241059622,7.2,21.9500035899018,"peanuts","low",2015
"426","JV204",20,NA,12.2313794541835,5.4,26.4879165772303,"apples","low",2015
"427","MR676",12,"Female",12.4896058162155,4.3,13.3378217360626,"earthworms","low",2015
"428","ZU481",10,"Male",12.6773213956942,4.9,20.8207437332596,"peanuts","low",2015
"429","HK841",10,"Male",10.6116696638302,5.7,20.5941690775816,"apples","low",2015
"430","UQ839",20,"Male",12.4735320233215,5.2,19.0215235512554,"apples","low",2015
"431","IZ561",19,"Male",10.1060740482045,5.4,30.3334849709223,"apples","low",2015
"432","DQ144",5,NA,12.1163094178285,5.4,20.2407677853037,"earthworms","low",2015
"433","EC021",6,"Male",11.9135672083821,4.4,7.43799506010722,"apples","low",2015
"434","JE819",13,"Female",12.3738798438893,5.4,14.5293420600401,"earthworms","low",2015
"435","PJ280",NA,"Male",10.1735442019926,6.2,22.3775524234712,"peanuts","low",2015
"436","IW932",17,"Male",11.8541341022405,6.1,16.5075701474227,"apples","low",2015
"437","QT108",12,"Male",11.8536290975708,6,22.5706628260035,"peanuts","low",2015
"438","IT238",17,"Male",12.5249708408496,5.2,22.8093539644068,"peanuts","low",2015
"439","ZU456",20,"Male",8.41333949291468,5.3,24.6496712762006,"earthworms","low",2015
"440","AG427",19,"Male",10.8940635132158,4.5,23.1540504686157,"apples","low",2015
"441","IM524",9,NA,11.4477849916766,5.5,4.56334201299395,"earthworms","low",2015
"442","DG953",6,"Male",14.8417147520213,5.7,14.0768055879799,"apples","low",2015
"443","HR483",6,"Female",10.4065553512123,6.9,14.5641232194895,"peanuts","low",2015
"444","KK340",8,"Female",12.6503843448786,6.3,11.1228588053769,"earthworms","low",2015
"445","RF397",14,"Female",13.092373082932,5.1,15.5420847105198,"earthworms","low",2015
"446","WB368",5,"Male",13.048701367746,5.8,5.71739761334965,"peanuts","low",2015
"447","VJ500",12,"Male",12.7669200071047,4.6,19.6188537462736,"peanuts","low",2015
"448","IM904",15,"Male",14.6878116118408,6.2,17.8644568066135,"apples","low",2015
"449","NV076",8,"Male",12.539710131046,6.3,12.6980767457108,"apples","low",2015
"450","DT395",15,"Male",13.6299981504494,7.3,18.5919608776715,"earthworms","low",2015
"451","CO939",13,"Female",9.40761996537573,5.8,17.9729434235258,"apples","low",2015
"452","DN908",16,"Female",9.70821183364075,5.1,19.2241961225928,"earthworms","low",2015
"453","HD196",11,"Male",11.4953698040264,5.6,19.3962729480048,"apples","low",2015
"454","GQ862",18,"Female",13.3994414449263,5.1,17.6618430578461,"apples","low",2015
"455","EQ232",9,"Female",12.0586327852286,4.8,19.8474402148259,"peanuts","low",2015
"456","EI377",18,"Male",13.2052987272564,5.6,28.3099051645788,"apples","low",2015
"457","OO222",15,"Female",10.5655657699002,4.8,25.7022738574165,"peanuts","low",2015
"458","KA028",19,"Male",12.6150279374833,5.6,19.6928128640336,"earthworms","low",2015
"459","JH924",NA,"Male",10.8961239426363,5.8,17.20545574513,"peanuts","low",2015
"460","MA344",NA,"Female",10.5371125392851,5.5,20.3463651055865,"earthworms","low",2015
"461","KV235",5,"Male",12.4483347329607,5.3,13.1591694645537,"peanuts","low",2015
"462","EP755",15,"Male",11.2435681197118,5,15.8348447109771,"peanuts","low",2015
"463","LW700",5,"Female",12.9789035051606,4.6,4.94352476579989,"earthworms","low",2015
"464","OR141",14,"Female",11.5528378886139,6.2,8.04733208606467,"apples","low",2015
"465","VW168",9,"Male",12.8998376939313,5.5,6.13087342718824,"apples","low",2015
"466","DH546",14,"Male",9.99341935416044,6.2,16.7458541914977,"earthworms","low",2015
"467","QO613",19,"Female",10.7105234879406,4.5,13.3144138104515,"earthworms","low",2015
"468","BT731",14,"Male",14.900448278542,5.6,18.3856546463989,"apples","low",2015
"469","FR191",NA,NA,8.78382863354209,6.1,31.3214658857767,"peanuts","low",2015
"470","TP745",10,"Male",12.9235434549233,5.5,12.6952799628521,"apples","low",2015
"471","TK874",18,"Female",12.9672964806756,5.3,18.7606050356747,"apples","low",2015
"472","EU447",18,"Female",12.5051758458364,4.8,19.2660437522355,"apples","low",2015
"473","WM451",18,NA,12.6281194208421,7.2,23.4219320246301,"apples","low",2015
"474","OO129",6,"Female",10.7004494837211,6.1,15.1340970899554,"apples","low",2015
"475","SN771",14,"Male",11.8910230923202,7,21.7667148023294,"peanuts","low",2015
"476","DK892",13,"Female",13.0940287414834,5.6,15.8055975325687,"apples","low",2015
"477","WU162",6,"Female",13.366154915437,5,13.9854710475147,"apples","low",2015
"478","DM560",8,"Male",9.61381592927318,4.2,15.2667874818808,"apples","low",2015
"479","CE843",14,"Female",13.3219345742044,5,19.1631103336293,"peanuts","low",2015
"480","FS693",10,"Male",8.85174317675938,5.7,13.6023226792284,"peanuts","low",2015
"481","EK956",19,"Female",12.6972877634,6.3,21.6731835849951,"peanuts","low",2015
"482","BZ402",6,"Female",16.2320003659496,5.7,NA,"earthworms","low",2015
"483","XG920",NA,"Male",12.7842668164469,4.5,19.5783515787027,"earthworms","low",2015
"484","JQ906",9,"Female",7.99589498876429,6.1,7.2826853082261,"apples","low",2015
"485","LP367",8,"Female",11.1111810337048,4.1,8.64328957915213,"apples","low",2015
"486","VO581",15,"Male",10.4132399763034,5.2,24.357019956865,"apples","low",2015
"487","SS342",18,"Male",10.5503294449373,5.2,24.8478199233031,"peanuts","low",2015
"488","PQ069",5,"Female",14.9565959175271,3.9,NA,"apples","low",2015
"489","SU178",16,"Male",9.9361981702093,6.3,23.9016360386072,"apples","low",2015
"490","CY377",8,"Male",12.1159422638017,5,17.9919653251956,"peanuts","low",2015
"491","IH862",17,"Male",12.5402069367996,5.2,18.3181045014472,"apples","low",2015
"492","YC699",NA,"Female",13.811401265271,6.7,6.26412812663231,"apples","low",2015
"493","GO371",15,"Female",12.9786236664489,6,21.8918746415439,"apples","low",2015
"494","WL729",13,"Male",12.5865066158727,5.4,25.0000886534717,"apples","low",2015
"495","WI463",16,"Female",13.6207218412805,5.9,17.3095593701307,"peanuts","low",2015
"496","XL146",9,"Male",10.0513399665038,5.8,20.3291876622109,"apples","low",2015
"497","YZ176",13,"Female",11.2493829333083,6.9,22.6644764305356,"earthworms","low",2015
"498","NZ311",17,"Male",10.5087780018688,5.7,26.2330573386766,"earthworms","low",2015
"499","TM472",8,"Female",12.9597016938202,5.9,15.9952065604515,"earthworms","low",2015
"500","PK989",18,"Male",10.6500397413955,5.8,28.405466657931,"peanuts","low",2015
"501","MS337",6,"Female",15.2569903612866,4,20.450661500163,"earthworms","high",2016
"502","TC932",15,"Male",17.4954913553538,5,28.7725445120154,"peanuts","high",2016
"503","GP452",17,NA,16.1738653814952,4.6,17.7397079221374,"apples","high",2016
"504","RY652",13,"Male",15.1450093293905,4.7,31.0164072101986,"apples","high",2016
"505","UY702",9,"Female",12.0492575317718,5.4,11.8102855593672,"earthworms","high",2016
"506","MT876",8,"Male",13.4854113157568,6,21.2370863502459,"apples","high",2016
"507","CO702",12,"Male",16.4097805005022,6.9,24.9753495063111,"peanuts","high",2016
"508","FZ223",NA,NA,14.6587937628179,4.9,25.1287952969564,"apples","high",2016
"509","MB212",7,"Female",16.9745769261115,6.8,13.6576160918078,"earthworms","high",2016
"510","YL159",15,"Male",19.2236834019588,4.5,22.6313057952071,"earthworms","high",2016
"511","CN755",17,"Male",18.2651075329861,6,23.7469183711581,"peanuts","high",2016
"512","HC646",NA,"Male",18.0291415003334,7.6,31.3915246147712,"earthworms","high",2016
"513","OY389",21,"Male",16.6936334991738,5.5,29.7922371102222,"apples","high",2016
"514","CK834",8,"Male",10.4969276329232,4.9,26.3173924062619,"peanuts","high",2016
"515","ZF953",9,"Male",17.1980048512668,5.5,21.0627683125789,"peanuts","high",2016
"516","WC390",9,"Male",13.0116252265105,7,21.9412907009816,"apples","high",2016
"517","TZ458",13,"Male",14.1025049714775,4.6,33.0420059630959,"peanuts","high",2016
"518","CA942",9,"Female",12.3986092890298,6.6,29.7600032843835,"peanuts","high",2016
"519","XZ056",21,"Female",13.1490990036614,6.6,28.0884875696798,"peanuts","high",2016
"520","GN688",7,"Female",15.949177095212,5.8,10.590310870371,"earthworms","high",2016
"521","FV602",18,"Male",12.633345049828,5.5,28.7604981330754,"apples","high",2016
"522","VC883",8,"Male",14.9988998208086,5.1,22.5370765193203,"peanuts","high",2016
"523","BG142",21,"Male",12.8468962671295,5.2,26.1861352238059,"apples","high",2016
"524","TH195",6,"Male",14.4163851307977,6,9.23554796546796,"earthworms","high",2016
"525","FW381",13,"Male",19.8246756232348,7.2,31.6478644743437,"peanuts","high",2016
"526","JV204",21,"Male",15.0689625527287,5.4,31.7959945763994,"apples","high",2016
"527","MR676",13,"Female",15.1096490795969,4.3,20.1433446530669,"earthworms","high",2016
"528","ZU481",11,"Male",16.8846730103866,4.9,26.1444185898106,"peanuts","high",2016
"529","HK841",11,"Male",12.8758678916363,5.7,23.4012193263904,"apples","high",2016
"530","UQ839",21,"Male",13.3897818772274,5.2,20.6915413127975,"apples","high",2016
"531","IZ561",20,"Male",14.2731904148875,5.4,35.8731594777082,"apples","high",2016
"532","DQ144",6,"Female",15.0941021184727,5.4,28.3443688679413,"earthworms","high",2016
"533","EC021",7,"Male",15.0878901394813,4.4,10.4081415891231,"apples","high",2016
"534","JE819",14,"Female",15.6601617620217,5.4,21.1253613863725,"earthworms","high",2016
"535","PJ280",15,"Male",13.7456245716892,6.2,26.4671314699703,"peanuts","high",2016
"536","IW932",18,"Male",14.6779025014985,6.1,20.1653060225838,"apples","high",2016
"537","QT108",13,"Male",14.26216763962,6,25.6231830535482,"peanuts","high",2016
"538","IT238",18,"Male",17.3753984516829,5.2,25.211839121247,"peanuts","high",2016
"539","ZU456",21,"Male",12.0573064555408,5.3,26.3321726714767,"earthworms","high",2016
"540","AG427",20,"Male",14.8668024137774,4.5,25.5434007409965,"apples","high",2016
"541","IM524",10,"Female",15.2569691551201,5.5,9.33235879534134,"earthworms","high",2016
"542","DG953",7,"Male",18.1870441016005,5.7,21.1383135985798,"apples","high",2016
"543","HR483",7,"Female",10.7369782763041,6.9,19.9837441745403,"peanuts","high",2016
"544","KK340",9,"Female",15.3152583997925,6.3,16.1031794517794,"earthworms","high",2016
"545","RF397",15,"Female",15.3280513043238,5.1,14.8147950209428,"earthworms","high",2016
"546","WB368",6,"Male",16.7179087732985,5.8,14.0096217907666,"peanuts","high",2016
"547","VJ500",13,"Male",16.3324781806626,4.6,24.3667366315601,"peanuts","high",2016
"548","IM904",NA,"Male",17.6057122144574,6.2,21.4251855072492,"apples","high",2016
"549","NV076",9,"Male",16.2831171964583,6.3,21.7017487360518,"apples","high",2016
"550","DT395",16,"Male",15.9800102999353,7.3,21.5166661348966,"earthworms","high",2016
"551","CO939",14,NA,11.7228257087228,5.8,26.1640618275464,"apples","high",2016
"552","DN908",17,"Female",13.3467436724502,5.1,24.238331864821,"earthworms","high",2016
"553","HD196",12,"Male",14.3625316839159,5.6,21.8448252551274,"apples","high",2016
"554","GQ862",19,"Female",15.6963973627524,5.1,26.7620634897477,"apples","high",2016
"555","EQ232",10,NA,15.7332395729104,4.8,24.2691504164193,"peanuts","high",2016
"556","EI377",19,NA,17.713113834911,5.6,31.5461565354253,"apples","high",2016
"557","OO222",16,"Female",12.8600667134093,4.8,31.1576375634928,"peanuts","high",2016
"558","KA028",20,"Male",13.0111860837992,5.6,24.0641708606785,"earthworms","high",2016
"559","JH924",12,"Male",12.490660385925,5.8,21.9273540884078,"peanuts","high",2016
"560","MA344",15,"Female",11.9631842474543,5.5,26.3217799400721,"earthworms","high",2016
"561","KV235",6,"Male",16.0567599167797,5.3,15.9938050532954,"peanuts","high",2016
"562","EP755",16,"Male",14.3656394280274,5,22.9621694724141,"peanuts","high",2016
"563","LW700",6,"Female",16.4575896662035,4.6,8.50614899921935,"earthworms","high",2016
"564","OR141",15,"Female",14.9232743398122,6.2,12.396296622658,"apples","high",2016
"565","VW168",10,"Male",15.8128597817052,5.5,14.3619969317249,"apples","high",2016
"566","DH546",15,"Male",12.3270659175119,6.2,21.709505755996,"earthworms","high",2016
"567","QO613",20,"Female",14.7604784683787,4.5,20.5571237381891,"earthworms","high",2016
"568","BT731",15,"Male",18.0840834216433,5.6,21.0326912715803,"apples","high",2016
"569","FR191",18,"Male",11.2755551061588,6.1,33.5688973284963,"peanuts","high",2016
"570","TP745",11,"Male",15.2849980001096,5.5,18.7075613024104,"apples","high",2016
"571","TK874",NA,"Female",17.096957038304,5.3,22.5894236485546,"apples","high",2016
"572","EU447",19,"Female",14.9799869270817,4.8,22.8002086917063,"apples","high",2016
"573","WM451",19,"Male",16.2654508839264,7.2,28.5622916689477,"apples","high",2016
"574","OO129",7,"Female",14.5329322221084,6.1,22.2549786987965,"apples","high",2016
"575","SN771",15,"Male",15.6158147253041,7,28.8319112671547,"peanuts","high",2016
"576","DK892",14,"Female",17.8619812182138,5.6,21.8469469760386,"apples","high",2016
"577","WU162",7,"Female",17.2058017679512,5,22.2341484946238,"apples","high",2016
"578","DM560",9,"Male",13.7352457313219,4.2,21.7804630094683,"apples","high",2016
"579","CE843",15,"Female",16.3023605508237,5,23.4794747149582,"peanuts","high",2016
"580","FS693",11,"Male",11.6851481566845,5.7,14.4730764926298,"peanuts","high",2016
"581","EK956",20,"Female",17.0853709388929,6.3,28.8713684925873,"peanuts","high",2016
"582","BZ402",7,"Female",19.6354617207893,5.7,NA,"earthworms","high",2016
"583","XG920",6,"Male",15.6881858139673,4.5,25.508487194149,"earthworms","high",2016
"584","JQ906",10,"Female",13.0681992810014,6.1,14.2141089552434,"apples","high",2016
"585","LP367",9,"Female",14.2660788629943,4.1,11.4489058714264,"apples","high",2016
"586","VO581",16,"Male",13.2761793902937,5.2,31.0892786933203,"apples","high",2016
"587","SS342",19,"Male",13.1057345542743,5.2,25.6153182542406,"peanuts","high",2016
"588","PQ069",6,"Female",17.5960588781582,3.9,NA,"apples","high",2016
"589","SU178",17,"Male",13.7996148587069,6.3,28.4767508693792,"apples","high",2016
"590","CY377",9,"Male",13.7482674752941,5,24.2966283732532,"peanuts","high",2016
"591","IH862",18,"Male",15.6527507405999,5.2,22.3018611995913,"apples","high",2016
"592","YC699",8,"Female",15.8964892307968,6.7,6.65687058537186,"apples","high",2016
"593","GO371",16,"Female",15.0774750448943,6,26.2247666641004,"apples","high",2016
"594","WL729",14,"Male",15.2293315321344,5.4,31.7532851897013,"apples","high",2016
"595","WI463",17,"Female",15.6598026045101,5.9,26.5788619473759,"peanuts","high",2016
"596","XL146",10,"Male",13.257995167648,5.8,27.3605434142153,"apples","high",2016
"597","YZ176",14,"Female",13.2119776330807,6.9,27.4533966865573,"earthworms","high",2016
"598","NZ311",18,"Male",13.9027269184215,5.7,28.6145807476616,"earthworms","high",2016
"599","TM472",9,"Female",17.4197036500599,5.9,20.3829142562165,"earthworms","high",2016
"600","PK989",19,"Male",13.693822519418,5.8,34.0338886670357,"peanuts","high",2016
"601","MS337",7,"Female",17.7699092274905,4,21.4120094930137,"earthworms","medium",2017
"602","TC932",16,"Male",20.0585981937114,5,29.9185597760988,"peanuts","medium",2017
"603","GP452",18,"Female",20.5444494076965,4.6,18.5828337417193,"apples","medium",2017
"604","RY652",14,"Male",19.3891336407719,4.7,32.2569830093415,"apples","medium",2017
"605","UY702",10,NA,15.4431217112824,5.4,13.0213576072966,"earthworms","medium",2017
"606","MT876",9,"Male",15.0742201078163,6,22.7776838825224,"apples","medium",2017
"607","CO702",13,"Male",20.4908166211279,6.9,25.9406957081298,"peanuts","medium",2017
"608","FZ223",17,"Male",18.0118464164567,4.9,26.8863359605531,"apples","medium",2017
"609","MB212",8,"Female",19.1851522606165,6.8,15.998309123005,"earthworms","medium",2017
"610","YL159",16,"Male",22.6373890983676,4.5,25.0694846769683,"earthworms","medium",2017
"611","CN755",18,"Male",20.4830738655631,6,24.9936306560091,"peanuts","medium",2017
"612","HC646",22,"Male",20.485886439248,7.6,32.8703712950323,"earthworms","medium",2017
"613","OY389",22,"Male",18.4729514775267,5.5,32.0802725592845,"apples","medium",2017
"614","CK834",9,"Male",14.3814844190469,4.9,27.7355088382587,"peanuts","medium",2017
"615","ZF953",NA,"Male",21.6159054337832,5.5,22.7433609179524,"peanuts","medium",2017
"616","WC390",10,"Male",16.0954679857832,7,23.802921710873,"apples","medium",2017
"617","TZ458",14,"Male",16.012683474748,4.6,34.0631971142252,"peanuts","medium",2017
"618","CA942",10,NA,16.7003024608109,6.6,30.6766696115046,"peanuts","medium",2017
"619","XZ056",22,"Female",15.0846182893938,6.6,30.2022074967011,"peanuts","medium",2017
"620","GN688",8,"Female",18.4423177030871,5.8,12.6411605374745,"earthworms","medium",2017
"621","FV602",19,"Male",15.9268474579015,5.5,30.086082503805,"apples","medium",2017
"622","VC883",9,"Male",16.8303531924922,5.1,23.4872008742262,"peanuts","medium",2017
"623","BG142",NA,"Male",15.9687449421215,5.2,27.2497157837627,"apples","medium",2017
"624","TH195",7,"Male",17.5293940467741,6,9.17982689981401,"earthworms","medium",2017
"625","FW381",14,"Male",21.7346884346153,7.2,33.4666523130532,"peanuts","medium",2017
"626","JV204",22,"Male",18.6369071498915,5.4,33.5762575885821,"apples","medium",2017
"627","MR676",14,"Female",18.3504288676856,4.3,21.0687983148281,"earthworms","medium",2017
"628","ZU481",12,"Male",20.6540280734904,4.9,28.2206121858147,"peanuts","medium",2017
"629","HK841",12,"Male",16.1593742245582,5.7,25.3541008578524,"apples","medium",2017
"630","UQ839",22,"Male",18.3613091250797,5.2,22.6547928481735,"apples","medium",2017
"631","IZ561",NA,"Male",17.842528384833,5.4,36.8803674997378,"apples","medium",2017
"632","DQ144",7,"Female",18.5023953151803,5.4,30.4833197444999,"earthworms","medium",2017
"633","EC021",8,"Male",19.5113697092496,4.4,11.167597766963,"apples","medium",2017
"634","JE819",15,"Female",18.0439288165437,5.4,23.1128017081749,"earthworms","medium",2017
"635","PJ280",16,"Male",15.7200406788858,6.2,28.7884236525517,"peanuts","medium",2017
"636","IW932",19,NA,18.7249903946619,6.1,21.9579701912796,"apples","medium",2017
"637","QT108",14,"Male",19.6934928546832,6,27.1755677499923,"peanuts","medium",2017
"638","IT238",19,"Male",20.2824495593309,5.2,26.4239787954383,"peanuts","medium",2017
"639","ZU456",22,"Male",13.8280225320677,5.3,26.7675432587436,"earthworms","medium",2017
"640","AG427",21,"Male",17.8045152344193,4.5,27.3209327364768,"apples","medium",2017
"641","IM524",11,"Female",18.1482021996631,5.5,10.929258522677,"earthworms","medium",2017
"642","DG953",8,"Male",22.5482238900414,5.7,21.6258267584925,"apples","medium",2017
"643","HR483",8,"Female",14.5712614827083,6.9,22.0048563481954,"peanuts","medium",2017
"644","KK340",10,"Female",17.2995785629647,6.3,17.450444477763,"earthworms","medium",2017
